mention_id	volume	host_xml_id	host_person_id	host_heading	surname_token	mention_name	verdict	method	resolved_hub_id	resolved_heading	candidate_hub_ids	candidate_headings	candidate_scores	family_cluster	chips	gold_hub_id	gold_agrees	sentence
M-volume_1IIIorg-NOXID-געביל-013	1	facs_134_tr_1740520967	P-1-facs_134_tr_1740520967	בראון, מאָריס [מנחם-מענדל בראַנשטיין]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		וואו ער האָט די געלעגנהייט צו שפּילן מיט געביל, דזשעני גאָלדשטיין, דאַראַ ווייסמאַן און טאָמאַשעווסקי
M-volume_1IIIorg-NOXID-געביל-014	1	facs_204_tr_1741260317	P-1-facs_204_tr_1741260317	גאָלדקנאָפּ, אַברהם דר.	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		אין 1915 נעמט אים זיין שוועסטער דזשעני צו דער בינע אין אַ קינדער-ראָל אין געבילם אַ פּיעסע, און זייט דאָמאָלט שרייבט פאַר אים געביל קינדערראָלן.
M-volume_1IIIorg-NOXID-געביל-015	1	facs_207_tr_1741260330	P-1-facs_207_tr_1741260330	גאָלדשטיין, יעקב	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		באָלד דערנאָך טרעט ער אַריין צו געבילן אין ניו יאָרק.
M-volume_1IIIorg-NOXID-געביל-016	1	facs_208_tr_1741260252	P-1-facs_208_tr_1741260252	גאָלדשמידט, יחיאָל	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		שפּילט דערנאָך 2 יאָר ביי געבילן
M-volume_1IIIorg-NOXID-געביל-001	1	facs_21_tr_1740515222	P-1-facs_21_tr_1740515222	אַנעד, סעם [שלמה]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.05|0.05	1	gender:unknown|family-cluster|gender-mismatch	HUB-D1715		אַזוי שפּילן ביז אים געביל, איידא דוואָרקיין, מאיר שעהר, פּיטער גראָף, בעולי בעקער, מיי סיימאַן, אָננאַ לילוען.
M-volume_1IIIorg-NOXID-געביל-017	1	facs_266_tr_1741260236	P-1-facs_266_tr_1741260236	גערטלער סעם [ישראל]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1929|family-cluster	HUB-D1715		1929-30 אין געבילם פּאָבליק-טעאַטער אין ניו יאָרק.
M-volume_1IIIorg-NOXID-געביל-018	1	facs_279_r_9_1	P-1-facs_279_r_9_1	גראַף, פּיטער [פתחיה]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1922|family-cluster	HUB-D1715		1922-7 אין געבילם טעאַטער
M-volume_1IIIorg-NOXID-געביל-019	1	facs_280_TextRegion_1711971594244_435	P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		דערנאָך שפּילט זי 2 סעזאָנען ביי געביל
M-volume_1IIIorg-NOXID-געביל-020	1	facs_292_tr_1741260514	P-1-facs_292_tr_1741260514	דזשייקאָבסאָן, הענריעטאָ	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		דאָן ביי געבילן אין פּיפּלס טעאַטער, וואו זיי טרעט צום ערשטן מאָל אַרויס אין אַ געזאַנג-ראָל
M-volume_1IIIorg-NOXID-געביל-021	1	facs_299_tr_1741260439	P-1-facs_299_tr_1741260439	דענק, דוד [צוויבעלשארף]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		האָט די געלעגנהייט אויף דער פּראָווינץ צו שפּילן מיט צילי אַדלער, בלאַנק, געביל, דזשעני גאָלדשטיין, זאַץ, שוואַרץ, בעטי פרענק א. א.
M-volume_1IIIorg-NOXID-געביל-022	1	facs_300_r_5	P-1-facs_300_r_5	דראָבקין, דזשאָזעף	געביל	געביל	RESOLVED	unique_candidate	HUB-D1716	געביל, מאַקס [מנחם-מענדעל, נחום]	HUB-D1716	געביל, מאַקס [מנחם-מענדעל, נחום]	0.3	0	gender:male|year:1907	HUB-D1715	0	אין 1907 געוואָרן מענעדזשער פֿון יידישע טרופּעס אין קאָנעטיקוט סטייט, בריינגענדיק אַהין אויך אַלס גאַסטראָלערן מאָגולעסקאָ, קעסלער, אַדלער, ליפּצין, מאָשקאָוויטש, א. ד. קאמינסקי, טאָמאָשעווסקי, בעסי טאָמאָשעווסקי, פּראָגער, יאָוועליר, בלאַנק, דזש. נאָטאָנסאָן, זאַץ, פיקאָן, געביל, דזשעני גאָלדשטיין, שוואָרץ, גאָלדענבערג און די גערמאָנס.
M-volume_1IIIorg-NOXID-געביל-023	1	facs_305_tr_1741260403	P-1-facs_305_tr_1741260403	האָלענדער, איזידאָר	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		גייט ה. איבער צו געביל, ביי וועלכן ער טרעט שוין אויף אין פּיעסן און שפּילט ביי אים מיט הפסקות 7 סעזאָנען
M-volume_1IIIorg-NOXID-געביל-024	1	facs_308_tr_1741260520	P-1-facs_308_tr_1741260520	האָפמאַן-שניידער עני	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.05|0.05	1	gender:unknown|family-cluster|gender-mismatch	HUB-D1715		דאָ שפּילט זיי סוברעטין-ראָלן צוזאַמען מיט געביל און זיגמונט וויינטרויב.
M-volume_1IIIorg-NOXID-געביל-025	1	facs_336_tr_1741260422	P-1-facs_336_tr_1741260422	וואָהל, הערמאַן [צבי]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		שפּעטער איז וו. 3 סעזאָנען דיריגענט און קאָמפּאָזיטאָר אין געבילם טעאַטער
M-volume_1IIIorg-NOXID-געביל-026	1	facs_338_tr_1741260418	P-1-facs_338_tr_1741260418	וואולף, סיימאַן [שמחה]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1929|family-cluster	HUB-D1715		1929-30 שפּילט וו. אין געבילם טרופּע.
M-volume_1IIIorg-NOXID-געביל-027	1	facs_342_tr_1741260502	P-1-facs_342_tr_1741260502	וואָלפסזאָהן האָללע, אהרן	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1917|family-cluster	HUB-D1715		1917 — האָט געביל אין זיין טעאַטער אויפֿגעפֿירט ב. גאָריזס אַ באַאַרבעטונג
M-volume_1IIIorg-NOXID-געביל-028	1	facs_351_tr_1741260417	P-1-facs_351_tr_1741260417	ווייזענפֿריינד מוני [משולם-מאיר]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1925|family-cluster	HUB-D1715		1925-6 — שפּילט וו. אין געבילם פּיפּלס-טעאַטער
M-volume_1IIIorg-NOXID-געביל-002	1	facs_36_tr_1740520951	P-1-facs_36_tr_1740520951	אויגענבליק, פֿיליפּ	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		צוזאַמען מיט געביל און איידאַ דוואָרקין טרעט ער אַרייאין די וואָדעוויל-הייזער
M-volume_1IIIorg-NOXID-געביל-029	1	facs_376_tr_1741260449	P-1-facs_376_tr_1741260449	ווילענסקי, מערי [מרים קאַץ]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1921|family-cluster	HUB-D1715		און 1921-30 ביי געביל.
M-volume_1IIIorg-NOXID-געביל-030	1	facs_400_TextRegion_1710065342920_478	P-1-facs_400_TextRegion_1710065342920_478	זיבּעל, עלאַ	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1928|family-cluster	HUB-D1715		1928 שפּילט ז. אַ קורצע צייט מיט געבילן בעת זיינע גאַסטראָלן אין שיקאַגאָ
M-volume_1IIIorg-NOXID-געביל-031	1	facs_401_r_1	P-1-facs_401_r_1	זיגענלויב, וויליאם [וואָלף]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		איבערגעגאַנגען אין 3טן סטריט טעאַטער ביי געביל
M-volume_1IIIorg-NOXID-געביל-032	1	facs_407_tr_1739715069	P-1-facs_407_tr_1739715069	זילבערט ראָזאַ	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		ז. האָט אויך געשפּילט אין מאָנט-מאָריס-טעאַטער ביי געביל
M-volume_1IIIorg-NOXID-געביל-033	1	facs_412_TextRegion_1710153704955_46	P-1-facs_412_TextRegion_1710153704955_46	זינגער, פישל	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1927|family-cluster	HUB-D1715		1927-8 ביי געבילן אין פּיפּלס-טעאַטער
M-volume_1IIIorg-NOXID-געביל-003	1	facs_72_tr_1740521050	P-1-facs_72_tr_1740521050	אַשכנזי איזידאָר [אייזיק]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.05|0.05	1	gender:unknown|family-cluster|gender-mismatch	HUB-D1715		וואו עס קומט אים אויס שפּילן מיט געביל, שענקמאַן און דוואָרקיין
M-volume_1IIIorg-NOXID-געביל-004	1	facs_78_tr_1740521049	P-1-facs_78_tr_1740521049	באָקשיצקי,לואיס [לייב]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		שפּילט ער 3 סעזאַן צוזאַמען מיט מאָקס ראָזענטאָל און געביל
M-volume_1IIIorg-NOXID-געביל-005	1	facs_80_tr_1740521116	P-1-facs_80_tr_1740521116	באַראַץ, דוד	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		און ביי געבילן
M-volume_2IIIorg-NOXID-געביל-044	2	facs_115_tr_1744279175	P-2-facs_115_tr_1744279175	לוּבּין, הערי [הערשל לויגזאַלץ]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1919|family-cluster	HUB-D1715		געוואָרן דער סטאָבילער פּיאנאָ-אַקאָמפּאָניאַטאָר ביי געבילן אין טעאַטער
M-volume_2IIIorg-NOXID-געביל-045	2	facs_115_tr_1744279184	P-2-facs_115_tr_1744279184	לובריצקי, גאָלדע	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1926|family-cluster	HUB-D1715		1926-30 — שפּילט זי ביי געביל
M-volume_2IIIorg-NOXID-געביל-046	2	facs_116_tr_1744279128	P-2-facs_116_tr_1744279128	לובּריצקי, פעני	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1930|family-cluster	HUB-D1715		1930-31 — מיט געביל אין באָסטאָן
M-volume_2IIIorg-NOXID-געביל-047	2	facs_228_r_9	P-2-facs_228_r_9	מאַקסימאָוו, מ. [מלך פּאָקאָי]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		וואו ער דעביוטירט אַלס „אַברהם“ אין געבילס „טאָטע מאַמעס צרות“
M-volume_2IIIorg-NOXID-געביל-039	2	facs_40_tr_1744131399	P-2-facs_40_tr_1744131399	טוכמאַן, ליזאַ [קיידאַן]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		ביי געביל
M-volume_2IIIorg-NOXID-געביל-040	2	facs_65_tr_1744131350	P-2-facs_65_tr_1744131350	יאַנאָווער, דוד	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1927|family-cluster	HUB-D1715		ביי געבילן אין ניו-יאָרקער פּיפּלס-טעאַטער
M-volume_2IIIorg-NOXID-געביל-041	2	facs_74_r_3	P-2-facs_74_r_3	יאַריכאָווסקי, אַליהו-זלמן	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		"צו געבילס פּיעסעס „טאַטע, מאַמעס צרות“, „דאָס פאַלשע ווייב"", „דאָס יידישע האַרץ, אָדער די טענער פֿון כל נדרי"""
M-volume_2IIIorg-NOXID-געביל-042	2	facs_88_tr_1744131404	P-2-facs_88_tr_1744131404	לאָהנפעלד, סעמיוּעל	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		מענעדזשער פֿון אַ טרופּע אין געבילס בויערי-טעאַטער.
M-volume_2IIIorg-NOXID-געביל-043	2	facs_88_tr_1744131405	P-2-facs_88_tr_1744131405	לאַוויץ, פּעפּי [פלפּול]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		4 סעזאָנען ביי געביל
M-Volume_3IIIorg-NOXID-געביל-000	3	facs_36_tr_1752653032	P-3-facs_36_tr_1752653032	פֿאָפּער, דוד	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1926|family-cluster	HUB-D1715		1926-29 ביי געביל'ן
M-Volume_4IIIorg-NOXID-געביל-037	4	facs_321_tr_1754998460	P-4-facs_321_tr_1754998460	קאָגוט, אייב	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		"שפּעטער האָט דער קלוב שוין גענומען אַ פלאַץ אויף דער פֿינפטער סטריט מיט אַ בינע און אויפֿגעפֿירט (מיט אויגענבליק, האָכשטיין, געביל, דזשעני אַטלאַס, קאָגוט) געבילם „דער זעע-קעניג""."
M-Volume_4IIIorg-NOXID-געביל-036	4	facs_39_tr_1752612112	P-4-facs_39_tr_1752612112	ראָזענשטיין, סעמועל [שמואל]	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1929|family-cluster	HUB-D1715		"1929-30 — שפּילט ער אין געבילס „פּאָבליק""-טעאַטער."
M-Volume_4IIIorg-NOXID-געביל-038	4	facs_446_tr_1755029995	P-4-facs_446_tr_1755029995	סאַנטאָפּ, שלום	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1914|family-cluster	HUB-D1715		אין אָנהייב 1914 פֿאָרט ער אָפּ מיט געבילס טרופּע קיין וויניפּעג, קאַנאַדע
M-volume6IIIorg-NOXID-געביל-034	6	facs_149_tr_1747825109	P-6-facs_149_tr_1747825109	ראָזענטאָל, באָריס	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|year:1929|family-cluster	HUB-D1715		סעזאָן 1929-30 אין געבילם „פאָבליק טעאַטער“
M-volume6IIIorg-NOXID-געביל-035	6	facs_170_tr_1747825074	P-6-facs_170_tr_1747825074	טשערטאָוו, אַלעקס	געביל	געביל	AMBIGUOUS	family_abstain_suggested			HUB-D1715|HUB-D1716	געביל, הערי|געביל, מאַקס [מנחם-מענדעל, נחום]	0.3|0.3	1	gender:male|family-cluster	HUB-D1715		פֿאַר געבילס טעאַטער האָט ער געמאָלן די דעקאָראַציעס צו זיינע פּיעסן
M-volume_1IIIorg-NOXID-געבילן-000	1	facs_151_tr_1740521138	P-1-facs_151_tr_1740521138	גאָלדין, סידני [סאַמועל גאָלדשטיין]	געבילן	געבילן	RESOLVED	unique_candidate	HUB-D1716	געביל, מאַקס [מנחם-מענדעל, נחום]	HUB-D1716	געביל, מאַקס [מנחם-מענדעל, נחום]	0.6	0	gender:male|fame-prior	HUB-D1716	1	און דערנאָך געשפּילט מיט געבילן.
M-volume_1IIIorg-NOXID-געבילן-001	1	facs_153_tr_1740521008	P-1-facs_153_tr_1740521008	גאָלדענבערג איציקל	געבילן	געבילן	RESOLVED	unique_candidate	HUB-D1716	געביל, מאַקס [מנחם-מענדעל, נחום]	HUB-D1716	געביל, מאַקס [מנחם-מענדעל, נחום]	0.6	0	gender:male|fame-prior	HUB-D1716	1	שפּילט צו סעזאָנען אין ווינדפּראָווינץ, מיט געבילן
